0.00221566 0.0125554 
0.0169867 0.0228951 
0.0302806 0.0354505 
0.0420975 0.0516987 
0.0598227 0.0664697 
0.0738552 0.084195 
0.0893648 0.0945347 
0.114476 0.124077 
0.129985 0.134417 
0.144756 0.15288 
0.161743 0.190547 
0.208272 0.223043 
0.225997 0.228213 
0.241507 0.27031 
0.276219 0.282866 
0.293205 0.303545 
0.310192 0.32127 
0.327179 0.334564 
0.364845 0.379616 
0.385524 0.395864 
0.408419 0.427622 
0.466027 0.499261 
0.546529 0.558346 
0.579764 0.592319 
0.601182 0.613737 
0.621123 0.634417 
0.644018 0.652142 
0.661004 0.664697 
0.674298 0.71935 
0.725258 0.74003 
0.742984 0.751108 
0.764402 0.793205 
0.805761 0.808715 
0.8161 0.823486 
0.83161 0.836041 
0.839734 0.849335 
0.85229 0.860414 
0.867799 0.875923 
0.883309 0.889217 
0.900295 0.907681 
0.916544 0.920975 
0.940177 0.940177 
0.950517 0.963811 
0.971935 0.980798 
0.98449 0.988183 
0.953678 0.946866 
0.957766 0.944142 
0.955041 0.949591 
0.956403 0.945504 
0.955041 0.949591 
0.959128 0.948229 
0.956403 0.953678 
0.959128 0.946866 
0.955041 0.940054 
0.952316 0.944142 
0.96594 0.949591 
0.949591 0.952316 
0.946866 0.941417 
0.96049 0.950954 
0.963215 0.949591 
0.953678 0.941417 
0.953678 0.952316 
0.942779 0.952316 
0.950954 0.953678 
0.942779 0.96049 
0.961853 0.953678 
0.949591 0.949591 
0.942779 0.948229 
0.93733 0.940054 
0.948229 0.940054 
0.946866 0.93733 
0.949591 0.938692 
0.948229 0.93188 
0.945504 0.944142 
0.933243 0.942779 
0.93733 0.945504 
0.941417 0.942779 
0.930518 0.93733 
0.929155 0.933243 
0.933243 0.93733 
0.926431 0.93188 
0.925068 0.926431 
0.911444 0.920981 
0.893733 0.901907 
0.86376 0.852861 
0.805177 0.792916 
0.682561 0.640327 
0.598093 0.448229 
0.299728 0.140327 
0.128065 -0.0013624 
