  0.00213083     0.47417
  0.0233365     0.472913
  0.0415169     0.471021
  0.0566399     0.474832
  0.0717951     0.472304
  0.0823882     0.473577
  0.0990512     0.472318
  0.114184     0.474227
  0.127825     0.471698
  0.144491     0.469805
  0.161119     0.475519
  0.173255     0.471087
  0.194435     0.474902
  0.215644     0.473011
  0.236836     0.474289
  0.25956     0.472399
  0.280746     0.474946
  0.30345     0.476859
  0.327706     0.471166
  0.34434     0.475612
  0.36254     0.469916
  0.383726     0.472462
  0.406443     0.47184
  0.429124     0.47819
  0.460942     0.474403
  0.516985     0.471262
  0.568472     0.470654
  0.615417     0.470044
  0.644168     0.473862
  0.68203     0.472613
  0.715336     0.473898
  0.733494     0.476443
  0.757744     0.472018
  0.783483     0.472665
  0.801673     0.468871
  0.830424     0.472689
  0.856176     0.4708
  0.880397     0.47208
  0.933395     0.472107
  0.995472     0.473406
  1.08631     0.475988
  1.14084     0.472846
  1.19386     0.469069
  1.27712     0.474183
  1.32104     0.47167
  1.39222     0.470438
  1.44674     0.46793
  1.52094     0.467334
  1.59966     0.471811
  1.66479     0.468674
  1.72839     0.468073
  1.79502     0.467473
  1.85711     0.466236
  1.92071     0.465635
  1.98884     0.468205
  2.04184     0.466964
  2.10696     0.466363
  2.16754     0.46259
  2.22054     0.463885
  2.26295     0.461371
  2.30083     0.456319
  2.319     0.456328
  2.33418     0.448095
  2.3645     0.442405
  2.39637     0.428475
  2.41459     0.418341
  2.4283     0.401233
  2.44653     0.391099
  2.45871     0.376525
  2.47848     0.360053
  2.48917     0.342309
  2.50444     0.317594
  2.51669     0.290342
  2.53808     0.253586
  2.55797     0.212391
  2.57328     0.180069
  2.57646     0.150277
  2.58573     0.114148
  2.598     0.0830927
  2.60871     0.061545
  2.60882     0.039358
  2.61802     0.0178095
  2.61656     0.00639827
  2.61811     5.98974e-05
